"house_age","needs_renovation","house_price","house_sold","number_of_bedrooms","lot_size","garage_presence"
19,"1",904117.350529303,"1",4,490,"1"
24,"0",549948.354872681,"1",3,215,"1"
35,"1",435970.750924208,"0",5,160,"1"
14,"0",546455.21010386,"1",5,183,"0"
46,"0",589684.052130974,"1",3,306,"0"
0,"0",589333.372060273,"0",4,193,"0"
24,"0",452356.895919057,"1",5,125,"1"
16,"0",448982.559961202,"1",3,129,"0"
20,"0",822833.369088556,"1",5,400,"1"
50,"0",739646.086826324,"1",1,437,"1"
2,"0",634170.602985667,"1",3,238,"0"
26,"0",659701.795684136,"1",3,305,"1"
49,"1",498002.092488653,"1",3,255,"1"
22,"0",673159.518978582,"0",2,322,"0"
0,"0",960876.226618429,"1",5,461,"1"
12,"1",861863.196138914,"0",4,453,"0"
39,"0",720615.341268126,"1",5,375,"0"
41,"0",394977.262422169,"0",3,145,"0"
15,"1",452315.073896092,"0",5,136,"0"
10,"0",496185.161424846,"1",1,166,"0"
28,"1",504055.016890925,"1",2,230,"0"
16,"0",459064.956944868,"1",4,120,"1"
10,"0",775724.887958837,"0",4,358,"0"
18,"0",456187.727689485,"0",5,113,"1"
49,"0",475731.019693683,"1",4,216,"0"
49,"0",412277.291672945,"0",2,184,"0"
2,"1",520152.684803334,"0",4,166,"0"
47,"1",262610.689880676,"0",1,86,"1"
40,"0",770513.72903448,"0",3,422,"1"
1,"0",747299.155766086,"1",3,315,"1"
33,"0",472120.089812364,"0",2,193,"0"
47,"0",785827.844695384,"1",2,458,"1"
44,"0",686999.963111597,"1",5,361,"0"
25,"1",579910.682739683,"0",2,272,"1"
19,"0",484006.286273588,"0",3,152,"1"
29,"0",767188.033839132,"0",5,388,"0"
33,"0",477042.018427302,"0",2,197,"0"
43,"0",498552.456071044,"1",5,205,"1"
7,"0",577096.918329375,"0",1,213,"1"
20,"0",571836.021813153,"1",2,231,"1"
16,"0",794909.04205716,"0",3,385,"1"
39,"0",850121.299127213,"0",4,472,"1"
1,"0",922638.084186317,"1",2,467,"0"
10,"0",517664.091569773,"1",4,149,"1"
46,"0",411110.059759132,"1",3,160,"1"
31,"1",456892.989300778,"0",2,190,"1"
43,"0",600922.676079169,"1",3,298,"1"
14,"0",602272.594182307,"1",3,233,"1"
14,"0",935843.429859432,"0",5,483,"0"
37,"0",715461.103722199,"1",2,391,"0"
1,"0",441381.379946594,"1",1,93,"1"
16,"0",744788.415211038,"0",2,354,"1"
26,"0",812471.262069053,"1",1,444,"0"
17,"1",746612.259735729,"1",3,374,"1"
13,"0",588999.640540069,"0",2,228,"1"
38,"0",496746.14382168,"1",2,224,"0"
25,"0",685219.820261366,"1",5,315,"0"
44,"1",831103.27471024,"0",5,485,"1"
15,"0",907766.325413838,"0",3,479,"0"
23,"0",653760.821082586,"1",5,287,"0"
45,"0",622211.710097508,"0",4,313,"1"
34,"0",853832.773676296,"0",3,472,"1"
20,"0",680705.238085818,"1",5,300,"0"
45,"0",605577.912436288,"1",5,293,"1"
41,"1",709065.506613609,"1",1,416,"1"
40,"1",298234.179918633,"0",3,82,"1"
30,"0",600296.321636266,"1",3,267,"1"
39,"1",429652.232148406,"0",4,182,"0"
19,"0",728428.89633206,"1",4,333,"1"
40,"0",687436.623887968,"1",4,351,"1"
9,"0",767276.744372678,"0",1,363,"1"
32,"0",888518.868036972,"1",3,494,"1"
21,"0",890442.193038006,"1",4,472,"0"
47,"0",638882.399346489,"1",1,361,"0"
0,"0",618838.430349202,"0",1,227,"1"
14,"0",390163.745984139,"0",2,76,"1"
34,"1",559375.754052735,"1",5,262,"0"
47,"0",269192.211717648,"0",3,52,"1"
12,"0",770978.672497103,"1",1,373,"1"
18,"0",573254.072227741,"1",1,235,"1"
20,"0",495095.821475852,"0",3,162,"1"
41,"1",732372.719288008,"1",4,411,"1"
41,"0",757287.335771446,"0",5,399,"1"
34,"0",456549.340100816,"1",5,150,"1"
40,"0",597107.665758594,"0",3,287,"1"
9,"0",609799.247447555,"1",5,221,"0"
33,"0",795892.910080526,"0",1,450,"0"
35,"0",754571.523619193,"1",5,382,"1"
45,"0",510283.657383717,"0",3,243,"0"
38,"0",563704.557429656,"1",4,249,"1"
12,"0",546036.786861442,"1",5,169,"1"
11,"0",586797.50997095,"1",4,206,"1"
12,"0",830854.363535628,"1",2,421,"0"
11,"0",548264.07508692,"0",5,168,"1"
33,"0",853772.952352782,"1",5,463,"0"
23,"0",884078.021974864,"1",2,479,"1"
50,"1",457363.50285477,"0",1,242,"1"
40,"1",454194.788979601,"0",3,200,"1"
42,"0",483106.828922765,"0",3,214,"0"
27,"0",677414.150388426,"1",5,314,"0"
45,"1",545588.753688778,"1",5,267,"1"
45,"0",642333.659875548,"1",5,328,"0"
10,"0",403586.093818284,"1",1,86,"1"
22,"1",835554.684483226,"1",3,453,"1"
35,"0",906983.386294521,"1",5,499,"1"
19,"0",772573.167107081,"1",5,359,"1"
49,"0",456113.442358887,"0",1,215,"1"
17,"0",868909.985188704,"1",3,443,"1"
1,"0",862654.973463916,"0",1,418,"1"
39,"0",329593.793532788,"0",2,97,"0"
15,"0",524020.465968549,"0",5,168,"0"
39,"1",416822.094869743,"0",2,177,"1"
49,"0",822367.712400578,"1",1,498,"1"
1,"0",418869.88349168,"0",3,61,"1"
4,"0",847775.775630978,"1",3,396,"1"
47,"0",611927.243936148,"1",1,331,"1"
44,"1",218150.218544986,"0",1,55,"0"
29,"0",753153.305105845,"1",3,383,"1"
0,"0",457264.405516405,"0",1,113,"0"
12,"1",470253.9087102,"1",5,135,"1"
3,"0",425642.413424162,"1",2,88,"0"
36,"0",665884.800186282,"1",2,339,"1"
31,"1",607111.305587301,"1",2,306,"1"
47,"0",828161.755261443,"0",1,498,"1"
14,"0",773246.75581002,"1",3,363,"1"
29,"1",878670.154712036,"1",5,486,"1"
8,"0",846299.702800277,"0",2,415,"1"
32,"0",581906.549438267,"1",5,252,"0"
23,"0",466589.780631889,"1",4,142,"1"
43,"0",763233.423072959,"0",5,408,"1"
19,"0",734811.321205742,"0",2,363,"0"
2,"0",554083.537701648,"1",1,183,"1"
14,"0",834802.097060735,"1",1,435,"0"
16,"0",490768.263150309,"0",2,159,"1"
9,"0",728123.93782393,"0",4,318,"0"
18,"0",732836.658152143,"1",5,328,"1"
9,"0",905246.629208078,"1",1,470,"1"
26,"0",611849.364765649,"1",3,267,"1"
17,"0",915436.442631167,"1",4,483,"0"
25,"0",850922.316125005,"0",5,433,"1"
2,"0",934420.630156346,"1",4,453,"1"
1,"0",655291.93503158,"1",5,227,"1"
10,"1",880727.132704631,"1",1,476,"1"
12,"1",774698.676849593,"1",4,376,"1"
10,"0",841525.929072766,"1",3,417,"0"
29,"0",376165.042383776,"0",1,118,"0"
23,"0",891091.729562468,"1",2,483,"1"
10,"1",598834.252059454,"0",3,253,"0"
33,"1",782437.702019093,"1",5,422,"1"
32,"1",778801.032166878,"1",1,449,"1"
30,"0",487956.002403935,"0",2,188,"1"
23,"0",774080.714488613,"1",5,369,"1"
8,"0",542148.804104013,"1",2,179,"1"
10,"1",553009.093773686,"0",1,233,"0"
50,"1",277821.319342448,"0",2,96,"1"
11,"0",923824.79280159,"1",5,466,"0"
8,"0",377366.312656224,"0",3,55,"0"
44,"0",690716.072964581,"0",1,385,"1"
21,"0",508253.000384468,"0",2,184,"1"
20,"0",619961.143028634,"0",1,276,"1"
21,"1",779042.933674809,"0",1,432,"0"
44,"1",303159.124914928,"0",2,112,"0"
35,"0",328376.419714379,"0",1,95,"0"
0,"0",608147.473402762,"1",2,212,"1"
45,"1",417296.626953846,"0",3,185,"1"
0,"0",779983.979459943,"1",1,361,"0"
17,"0",751340.10082394,"1",4,356,"0"
31,"0",600821.182750101,"1",3,279,"0"
12,"0",843786.066711406,"0",1,438,"0"
44,"0",682318.411246821,"1",5,348,"1"
32,"0",814049.543009781,"0",2,453,"0"
18,"1",624774.574406227,"1",1,307,"0"
32,"0",554221.525033186,"1",3,245,"0"
45,"0",760636.651974589,"1",2,443,"0"
2,"1",373452.431734829,"1",3,61,"0"
50,"0",727053.56419626,"1",5,396,"1"
21,"0",684405.187905682,"1",1,327,"1"
22,"0",895940.929394297,"1",4,478,"0"
22,"0",863765.773833765,"1",2,459,"1"
33,"1",274225.545969056,"0",2,53,"1"
10,"0",852647.886636885,"1",2,424,"1"
47,"0",771437.698229122,"0",2,446,"1"
38,"0",295828.538127035,"0",1,77,"0"
30,"0",514207.61915107,"1",3,202,"1"
49,"0",598544.301243722,"0",4,301,"1"
17,"0",396931.666598294,"1",5,76,"0"
12,"0",798878.766997897,"0",5,372,"0"
9,"0",416126.863640994,"1",3,76,"1"
29,"0",584035.034945038,"1",3,253,"1"
31,"0",573585.266818862,"1",4,240,"1"
49,"0",410885.397442578,"1",5,150,"1"
40,"1",370360.785178235,"0",2,145,"1"
43,"0",313391.961840253,"0",2,94,"0"
41,"1",310917.412353014,"0",4,86,"1"
39,"0",638972.809805491,"1",5,302,"1"
3,"0",407402.507114707,"1",1,73,"1"
37,"1",293087.279701376,"0",5,56,"1"
47,"0",537042.775024904,"1",2,266,"1"
41,"1",717884.292733123,"0",2,424,"0"
1,"0",800042.798475027,"1",1,370,"1"
7,"0",727307.417869894,"1",4,314,"0"
20,"0",685009.812407049,"1",4,311,"0"
35,"1",427669.247060616,"0",1,185,"1"
50,"0",424300.866995504,"1",3,178,"1"
18,"0",432690.661105048,"0",1,136,"0"
27,"0",819984.132970085,"0",2,436,"1"
26,"1",711763.215320584,"1",2,376,"1"
2,"0",624171.793001001,"1",3,221,"1"
45,"0",837550.4986965,"1",4,486,"0"
41,"0",372014.324840896,"0",1,133,"1"
36,"0",707516.393514688,"1",1,378,"1"
25,"0",895617.879764994,"1",5,477,"0"
25,"0",595773.784431166,"1",4,254,"0"
15,"0",361223.408612004,"1",4,51,"0"
10,"0",859804.97542783,"1",3,421,"1"
27,"0",790654.511270894,"0",2,414,"1"
13,"1",462581.569254729,"1",3,155,"0"
6,"0",903816.310104125,"0",1,461,"1"
24,"1",820116.434732402,"0",4,438,"1"
25,"0",660203.679932854,"1",1,319,"1"
6,"0",669019.523141622,"1",2,283,"0"
3,"1",644367.501047664,"1",4,255,"1"
48,"0",442824.032045936,"1",1,213,"0"
39,"0",611973.659995037,"1",1,322,"0"
25,"0",796123.621288836,"1",5,392,"1"
19,"0",780428.757641763,"0",3,381,"1"
39,"1",809186.941210314,"1",2,480,"1"
13,"1",531451.287177739,"1",3,198,"1"
18,"1",748578.56352013,"1",2,395,"0"
49,"0",668133.298710564,"0",1,388,"0"
32,"0",767214.988159226,"0",5,394,"0"
50,"0",453463.038472094,"1",5,185,"1"
38,"0",568317.615283161,"1",5,247,"1"
35,"0",826472.127181636,"0",2,470,"0"
11,"0",956882.677140239,"1",5,482,"1"
35,"0",654467.727149174,"1",4,312,"1"
44,"1",406045.723757103,"0",5,158,"1"
21,"0",433257.844964958,"0",3,118,"1"
13,"1",601647.869113214,"1",4,253,"0"
46,"0",462573.342804361,"0",3,199,"1"
11,"0",537399.728275792,"0",1,200,"0"
8,"0",541224.569772547,"0",2,188,"0"
30,"0",398690.659200956,"0",1,136,"0"
3,"0",770319.325511787,"1",2,354,"0"
9,"0",668212.655669658,"1",1,297,"0"
34,"0",727020.899352961,"0",1,390,"1"
15,"0",721496.357030051,"1",4,326,"0"
46,"0",382639.176789157,"0",2,154,"0"
49,"0",441498.282459489,"1",1,204,"1"
2,"0",482499.786911772,"1",2,119,"1"
2,"0",863481.965482897,"1",3,406,"1"
8,"0",398243.682916437,"1",2,78,"0"
50,"1",294225.293239195,"0",1,127,"0"
2,"0",722181.043956349,"1",2,313,"0"
42,"1",477248.62449752,"0",5,209,"1"
38,"0",489794.598332073,"1",1,216,"1"
32,"0",799558.215295217,"0",5,409,"1"
10,"0",469101.874300073,"1",4,123,"0"
13,"1",369226.517785869,"0",3,73,"1"
33,"0",638845.389724551,"1",3,303,"1"
8,"0",802411.250477917,"1",4,375,"0"
24,"0",679389.068164311,"1",5,299,"1"
40,"0",408442.191339175,"0",2,160,"0"
40,"1",596509.172851206,"1",3,312,"1"
3,"0",747100.696724233,"1",4,321,"0"
18,"1",337486.217761695,"0",1,86,"0"
38,"0",557508.979765081,"1",1,268,"1"
0,"0",621279.4690255,"0",1,240,"0"
0,"0",726791.996155935,"0",3,305,"0"
46,"0",665347.140383956,"1",3,355,"1"
2,"0",768759.933310849,"1",3,332,"1"
32,"0",625286.955874271,"0",3,301,"0"
18,"0",657915.495617575,"0",4,277,"1"
9,"0",708375.576263085,"1",3,312,"0"
46,"0",685766.479992384,"1",5,355,"1"
39,"1",363033.724376052,"0",3,137,"0"
11,"0",925504.87290327,"1",2,492,"0"
16,"0",632325.657568665,"0",2,268,"1"
13,"0",938921.028246963,"1",3,498,"0"
28,"0",411745.254314328,"1",5,103,"1"
35,"0",835878.785907478,"1",2,477,"0"
7,"0",653293.950201093,"1",3,264,"0"
22,"0",535239.974370405,"1",4,192,"1"
21,"0",719289.209328643,"1",2,347,"1"
17,"0",573469.722768993,"1",4,218,"0"
29,"0",450628.306811584,"0",1,176,"0"
32,"1",710620.76983173,"1",4,371,"1"
36,"1",483673.99582835,"1",3,224,"0"
24,"0",448946.242591124,"1",5,132,"0"
21,"0",455342.653358675,"1",3,145,"0"
27,"1",406121.124204823,"0",4,137,"0"
47,"0",559008.474006978,"1",3,275,"1"
19,"0",657234.157796297,"1",4,278,"1"
12,"0",839762.434642544,"1",4,401,"1"
23,"0",600194.130896823,"1",1,267,"1"
39,"0",332956.927124166,"1",4,76,"1"
33,"1",764649.115845861,"1",5,409,"1"
30,"0",417917.783288863,"0",3,127,"1"
31,"0",322506.887561589,"1",5,51,"0"
2,"0",885503.416096248,"1",1,436,"1"
5,"0",477242.763302761,"1",1,131,"1"
38,"0",614045.325789319,"1",2,314,"0"
16,"1",687882.109759441,"0",4,318,"1"
21,"0",506546.834121786,"1",5,169,"0"
42,"0",466105.167768947,"0",2,211,"0"
39,"0",635881.666899227,"1",4,307,"1"
28,"0",496620.908745576,"1",4,176,"1"
21,"0",520888.676098,"1",4,188,"0"
3,"0",554596.530538551,"1",5,165,"0"
10,"0",581934.233891599,"1",4,200,"1"
0,"0",897000.480821316,"1",3,437,"0"
20,"1",421745.409181177,"0",5,115,"1"
7,"0",649715.988251557,"1",3,253,"1"
35,"0",866956.562499429,"0",5,469,"1"
20,"0",589931.948481283,"1",3,236,"1"
38,"0",331445.294115369,"0",1,95,"1"
19,"1",804755.366585277,"1",4,424,"0"
40,"0",494410.281077699,"1",3,209,"1"
23,"0",770618.334666663,"1",3,392,"0"
2,"0",841510.404888378,"1",2,396,"1"
10,"0",653869.984636395,"1",5,247,"1"
13,"0",673537.005828148,"1",4,276,"1"
17,"0",618643.753837017,"0",5,238,"1"
33,"1",298162.22484429,"0",4,67,"0"
2,"0",846052.922453909,"1",2,409,"0"
17,"0",449590.471039552,"1",3,122,"1"
41,"0",466147.931569604,"1",5,184,"0"
47,"1",402714.659097491,"0",5,163,"1"
25,"0",350633.214570841,"0",1,89,"0"
3,"0",689934.249046579,"1",1,299,"0"
22,"1",782377.652008248,"1",3,421,"0"
33,"0",699941.459694362,"1",1,367,"1"
31,"0",330665.421963179,"1",3,63,"1"
10,"1",734972.089509428,"1",3,358,"0"
23,"0",835203.166142535,"1",2,439,"1"
24,"0",888463.96257945,"1",2,483,"1"
7,"0",736070.863817152,"1",3,318,"1"
44,"0",776345.17750751,"0",5,421,"1"
27,"0",431509.240471653,"0",5,116,"1"
36,"0",416574.218489723,"0",2,156,"0"
7,"0",403013.90492624,"1",2,80,"0"
35,"0",679881.552154754,"0",5,325,"1"
16,"1",373895.238544414,"0",2,92,"1"
29,"0",485182.469927549,"0",2,185,"1"
3,"0",449192.574053348,"1",2,96,"1"
41,"1",449532.089312216,"1",1,224,"0"
43,"0",622671.510794919,"1",3,324,"0"
43,"0",548741.834718882,"1",3,268,"0"
33,"1",404534.947134547,"0",5,141,"0"
35,"1",657486.424358871,"0",5,331,"1"
2,"0",584503.183731668,"1",2,207,"0"
34,"0",754082.647375806,"0",4,386,"1"
30,"0",631551.150707066,"0",5,276,"1"
24,"0",505830.747695295,"1",5,164,"1"
49,"1",400890.681444412,"0",4,173,"1"
45,"0",545132.051996537,"1",1,284,"0"
31,"0",517967.39697059,"1",3,206,"1"
2,"0",743233.652126871,"1",1,328,"1"
31,"0",405149.667661029,"1",4,113,"1"
39,"0",457283.157462342,"1",4,171,"1"
15,"0",909746.003566717,"1",5,454,"1"
36,"0",718100.417515759,"0",1,387,"1"
13,"0",443506.562573496,"1",4,101,"1"
33,"0",695631.762273424,"1",3,348,"1"
13,"0",931925.569201529,"1",2,491,"1"
47,"1",615664.393973878,"0",3,342,"1"
43,"0",524636.519559773,"1",2,247,"1"
43,"0",379968.972864996,"1",5,112,"1"
12,"0",693970.486356662,"1",3,298,"1"
24,"0",869210.921542655,"0",5,446,"1"
13,"0",628066.621836283,"1",4,242,"1"
48,"0",525892.892783382,"0",4,244,"1"
47,"0",483074.918487474,"1",2,235,"0"
28,"0",501624.808136015,"0",2,195,"1"
44,"0",403153.913737086,"0",2,156,"1"
3,"0",659616.212759518,"1",5,236,"1"
47,"1",320140.952307767,"0",4,108,"1"
26,"0",482607.16953377,"1",4,170,"0"
35,"1",564585.654886714,"1",1,289,"1"
19,"0",518045.652777298,"0",2,197,"0"
7,"0",583699.735728822,"1",4,204,"0"
31,"0",841547.554121491,"0",3,465,"0"
3,"0",796352.060121323,"0",1,381,"0"
17,"0",551331.211605495,"1",3,210,"0"
48,"0",247746.98013169,"0",2,56,"0"
38,"0",566538.367798727,"1",5,244,"1"
50,"0",341941.908591686,"1",4,116,"0"
29,"0",364808.11656998,"0",1,109,"0"
13,"0",874011.91912438,"1",1,464,"0"
21,"1",706991.767882218,"0",2,360,"1"
1,"1",533633.016799621,"1",4,165,"1"
2,"0",855303.348120371,"1",1,424,"0"
21,"0",928617.374453909,"1",3,499,"1"
3,"0",429192.819846973,"1",5,58,"1"
35,"0",731166.543003429,"0",3,390,"0"
44,"0",276333.985773594,"0",2,59,"1"
34,"0",512135.380678779,"1",1,225,"1"
20,"0",360946.832111022,"1",3,62,"1"
21,"0",630062.908005401,"1",5,255,"1"
43,"0",402298.98879129,"0",2,153,"1"
10,"0",873840.009805391,"1",1,449,"1"
35,"0",780027.514327876,"1",5,402,"1"
41,"1",501710.081792707,"0",3,250,"0"
38,"0",349605.356631379,"1",5,88,"0"
43,"1",558918.038824555,"1",3,289,"1"
20,"0",497606.486644227,"1",4,157,"1"
23,"1",480606.997377937,"0",3,183,"1"
15,"0",452096.429994661,"0",1,145,"0"
36,"0",369405.760946847,"0",4,106,"0"
33,"0",534205.787752556,"0",5,209,"1"
33,"0",808750.92147713,"0",5,419,"1"
45,"0",556501.203751838,"1",1,292,"0"
31,"0",762904.97420091,"1",3,405,"0"
43,"0",436435.022977325,"1",4,174,"0"
16,"0",532510.481644426,"0",5,169,"1"
36,"0",349906.186108365,"0",2,97,"1"
11,"0",764547.418116746,"1",5,336,"1"
10,"0",894614.379452897,"1",3,448,"1"
20,"0",783541.39457887,"0",3,395,"0"
4,"0",887476.500005885,"1",2,437,"1"
42,"1",390737.920925387,"0",5,143,"1"
36,"0",816079.964778653,"1",5,443,"0"
15,"0",794977.056551923,"1",2,400,"0"
8,"0",899683.290067256,"0",2,454,"1"
30,"1",786274.655797326,"1",5,427,"0"
35,"0",781453.263628557,"1",2,435,"0"
0,"0",728135.613396503,"1",2,304,"1"
16,"1",505377.613599692,"0",4,177,"1"
0,"0",941181.68225073,"1",5,446,"1"
1,"0",982524.581154957,"1",5,480,"1"
19,"0",774520.037098892,"1",4,367,"1"
1,"0",527141.214454122,"1",5,129,"1"
12,"1",618415.470098198,"0",5,248,"1"
1,"0",850302.641028585,"1",4,395,"0"
15,"1",710210.496965931,"1",1,356,"1"
43,"0",606992.018324234,"0",3,313,"0"
44,"0",415070.881803333,"0",1,172,"1"
34,"0",722630.077195612,"1",5,356,"1"
8,"1",797550.377000907,"1",1,418,"0"
8,"1",502815.570434094,"1",5,148,"1"
46,"0",849826.929262355,"1",4,499,"0"
28,"0",923139.462939273,"1",5,496,"1"
20,"0",463620.502607547,"0",1,164,"0"
17,"1",823120.515241677,"0",3,442,"0"
40,"0",463972.503804734,"1",1,210,"0"
20,"1",700997.018431496,"1",5,339,"0"
6,"1",795561.353243773,"1",4,378,"1"
37,"1",487817.348609667,"1",2,229,"1"
21,"0",576602.892277271,"1",2,236,"1"
45,"0",510646.56029012,"1",3,244,"0"
48,"0",536737.086220716,"0",5,245,"1"
26,"1",729017.03157534,"1",3,380,"1"
16,"0",743159.947382421,"1",5,338,"0"
44,"0",671475.47107615,"1",3,356,"1"
25,"0",800540.328407472,"0",5,393,"1"
8,"0",507087.577843002,"1",4,148,"0"
32,"0",339852.420095083,"1",3,72,"1"
44,"0",667838.44153015,"1",1,367,"1"
36,"0",669970.816086172,"1",1,350,"1"
19,"0",535037.801222254,"0",2,199,"1"
12,"0",664997.494952428,"1",3,277,"1"
48,"0",329872.490307377,"1",4,93,"1"
50,"0",488623.412639185,"1",1,243,"1"
14,"0",536860.913763823,"1",1,207,"0"
12,"0",802244.50899585,"1",4,373,"1"
4,"0",501415.975527251,"1",3,140,"0"
40,"0",363911.337870788,"1",4,111,"0"
30,"0",439289.601344436,"0",1,158,"1"
22,"0",709320.659769609,"1",4,327,"1"
46,"0",593223.947931617,"1",5,283,"1"
32,"0",553255.57022814,"0",4,229,"1"
19,"0",382264.396679141,"1",4,77,"0"
4,"0",942999.154559791,"1",4,464,"1"
46,"0",586496.628658544,"0",4,295,"0"
39,"0",449732.966932973,"1",5,167,"0"
5,"1",494452.350813756,"1",5,146,"0"
10,"0",692623.361785437,"1",5,276,"1"
36,"0",770628.555035513,"1",1,428,"1"
18,"0",385632.800907123,"1",5,69,"0"
13,"0",367727.556548575,"1",3,59,"0"
35,"1",810813.126915909,"1",5,460,"0"
25,"1",447074.30081028,"0",1,186,"0"
34,"0",689939.680794725,"0",5,339,"0"
31,"0",731260.024676602,"0",1,395,"0"
50,"0",707428.8739843,"1",5,390,"0"
28,"0",577210.664177807,"1",4,246,"0"
30,"1",473123.311886386,"0",5,186,"0"
1,"0",848355.160969828,"1",2,401,"1"
16,"1",675264.975567034,"1",2,323,"1"
23,"0",719265.063245383,"1",3,351,"0"
14,"0",913249.68235217,"1",2,489,"0"
26,"0",469668.582744124,"0",2,165,"1"
16,"0",691354.649014279,"1",5,300,"0"
21,"0",385223.419840814,"0",5,65,"1"
41,"0",598117.967674909,"0",1,306,"1"
21,"0",406417.691757351,"1",3,108,"0"
50,"1",421441.884975165,"1",2,207,"1"
43,"1",750709.852054051,"1",2,445,"1"
24,"0",805135.01558814,"1",5,396,"1"
40,"0",530851.950417241,"0",2,254,"0"
26,"0",666739.690887567,"1",3,309,"1"
39,"1",347016.980387576,"0",2,123,"1"
12,"0",842294.78145958,"0",2,421,"1"
38,"1",559548.233059898,"1",5,262,"1"
8,"0",435027.410791113,"1",1,106,"1"
3,"1",452148.44764102,"1",4,116,"0"
47,"0",286449.869930098,"1",4,68,"0"
25,"0",793593.882815818,"1",1,430,"0"
4,"0",777502.412076772,"1",3,354,"0"
32,"0",583253.495463376,"0",1,274,"1"
13,"0",374660.879136572,"0",1,80,"0"
46,"0",338856.127705877,"0",3,113,"0"
50,"0",557150.643493901,"1",5,276,"0"
36,"0",780241.240098539,"1",3,420,"1"
15,"0",775493.274140396,"1",5,361,"0"
1,"0",705905.653113397,"0",2,288,"1"
30,"1",666492.120059412,"1",1,368,"0"
12,"0",643815.709633129,"1",1,276,"1"
5,"0",432358.008177164,"1",2,87,"1"
0,"0",722914.920795351,"1",4,285,"1"
29,"0",724564.327266648,"1",5,354,"0"
26,"1",660028.493919967,"0",1,344,"1"
13,"0",705448.655050632,"0",3,318,"0"
46,"0",502362.842338422,"1",5,213,"1"
37,"1",461760.997635654,"1",1,226,"0"
33,"0",349421.836766747,"0",2,90,"1"
35,"0",582164.325533715,"0",1,281,"1"
16,"0",538673.483422097,"1",5,172,"1"
25,"0",883154.831451653,"1",3,474,"1"
26,"0",800083.292497896,"0",1,436,"0"
16,"0",651054.265038596,"1",4,266,"1"
45,"0",511934.23098181,"0",5,220,"1"
36,"0",756162.638968794,"0",4,404,"0"
45,"0",787104.064024032,"1",4,437,"1"
28,"0",749320.662056014,"1",5,372,"0"
28,"1",263580.446197902,"0",1,52,"0"
9,"0",887720.612055338,"1",4,432,"1"
4,"0",923518.002170403,"1",2,463,"1"
2,"0",968049.296844126,"0",5,479,"0"
14,"0",443903.979718523,"0",2,129,"0"
16,"0",621214.381025901,"1",2,268,"0"
31,"1",623823.37636785,"1",5,297,"1"
46,"0",505633.185786064,"1",3,233,"1"
18,"0",557984.360983179,"1",4,200,"1"
44,"1",703833.737311319,"1",4,394,"1"
5,"1",713573.913577026,"1",1,345,"0"
13,"0",921436.840096894,"0",5,469,"0"
9,"1",819475.307325666,"1",3,410,"1"
11,"0",720279.921220016,"1",2,334,"0"
15,"1",534482.873953745,"0",2,222,"0"
45,"0",482384.208737536,"1",5,198,"1"
15,"0",743443.642354207,"1",4,346,"0"
0,"1",784749.868859754,"1",4,356,"1"
42,"0",792853.871778057,"0",1,468,"0"
27,"1",847541.725684856,"1",1,489,"1"
19,"1",585787.403855177,"1",2,262,"1"
34,"0",604990.126775438,"1",3,280,"1"
41,"0",436416.678791921,"0",1,183,"1"
38,"0",497903.523674983,"1",3,217,"0"
13,"0",398382.309052622,"0",1,89,"1"
9,"1",590595.999286829,"0",5,220,"1"
15,"1",763044.096295197,"1",3,391,"0"
11,"1",541174.859093858,"0",2,209,"1"
39,"0",617037.713916724,"1",4,304,"0"
21,"0",755554.632324325,"0",4,369,"0"
36,"0",443695.830862008,"0",5,154,"0"
3,"0",496312.894823694,"1",4,127,"0"
50,"0",789440.001376943,"1",2,466,"1"
2,"0",460297.189793739,"0",1,121,"0"
6,"0",788960.271107029,"1",5,353,"0"
4,"1",452442.436328782,"1",3,117,"1"
3,"1",576675.862769112,"0",1,236,"0"
24,"0",812703.907336733,"1",3,427,"0"
16,"0",513812.068614968,"1",3,178,"0"
27,"0",565197.365702112,"1",4,226,"1"
25,"0",543730.665558887,"1",1,238,"0"
43,"0",758316.932236427,"0",2,427,"1"
3,"0",597231.138438461,"0",4,204,"0"
48,"0",613773.598500574,"1",5,303,"1"
43,"0",784179.241085298,"1",4,440,"0"
17,"0",821438.339999201,"0",3,407,"1"
26,"0",855825.903830064,"0",2,462,"1"
28,"0",892235.901321051,"0",5,482,"0"
4,"1",654820.166458556,"1",2,280,"1"
1,"0",471564.929820644,"1",1,116,"1"
31,"0",766128.978458127,"1",3,406,"0"
4,"0",703603.244892832,"0",1,303,"1"
34,"0",815501.102510946,"0",2,459,"0"
12,"0",918455.709885624,"1",1,496,"0"
20,"1",904618.720754089,"0",4,495,"1"
28,"0",710063.668354186,"1",1,371,"0"
31,"0",787190.758293171,"1",5,397,"1"
43,"0",809296.868565959,"1",5,443,"1"
46,"0",379617.387789257,"0",1,150,"1"
1,"1",450912.292706381,"0",2,117,"1"
11,"0",654275.209374978,"1",4,256,"1"
47,"0",412403.948463622,"0",1,186,"0"
49,"0",269472.302914957,"0",3,66,"0"
28,"0",482217.146680809,"1",5,158,"1"
9,"0",542676.835411102,"0",3,175,"1"
7,"0",496936.173562489,"1",2,152,"0"
47,"0",554582.57045098,"1",5,257,"1"
44,"1",366729.482984938,"0",3,143,"1"
13,"1",692286.51587887,"0",2,330,"1"
16,"0",695454.256959807,"1",1,332,"0"
3,"1",529156.227799527,"1",3,174,"1"
